,id,x,y,osmid,geometry,highway
73,73,25.0551272,60.2306091,1730150655,POINT (25.0551272 60.2306091),tertiary
74,74,24.9481985,60.2560922,1392574728,POINT (24.9481985 60.2560922),secondary
75,75,24.9486135,60.2560955,1392574730,POINT (24.9486135 60.2560955),residential
76,76,24.9694123,60.2168324,691470603,POINT (24.9694123 60.2168324),residential
77,77,24.9484858,60.2561473,1392574748,POINT (24.9484858 60.2561473),secondary
78,78,24.9932753,60.2764504,91357477,POINT (24.9932753 60.2764504),residential
79,79,24.9816938,60.2657903,29786411,POINT (24.9816938 60.2657903),tertiary
80,80,24.9208315,60.1692809,420020525,POINT (24.9208315 60.1692809),primary
81,81,24.9513906,60.2175546,2892890416,POINT (24.9513906 60.2175546),secondary
82,82,24.895838,60.2012429,4456415549,POINT (24.895838 60.2012429),residential
83,83,24.8948959,60.2011009,4456415551,POINT (24.8948959 60.2011009),residential
84,84,24.9687367,60.2088234,467698001,POINT (24.9687367 60.2088234),residential
85,85,24.982946,60.2662487,29786453,POINT (24.982946 60.2662487),residential
86,86,25.0546099,60.2313027,1730150744,POINT (25.0546099 60.2313027),unclassified
87,87,24.9946156,60.2766468,91357531,POINT (24.9946156 60.2766468),residential
88,88,24.9958748,60.2767089,91357532,POINT (24.9958748 60.2767089),residential
89,89,24.9384586,60.201526,442073456,POINT (24.9384586 60.201526),tertiary
90,90,24.9818526,60.2671132,29786483,POINT (24.9818526 60.2671132),residential
91,91,24.9230111,60.1788309,250085751,POINT (24.9230111 60.1788309),secondary
92,92,24.8920169,60.1614058,25198968,POINT (24.8920169 60.1614058),residential
93,93,24.928907,60.1785925,250085755,POINT (24.928907 60.1785925),primary
94,94,24.9292894,60.1778459,250085756,POINT (24.9292894 60.1778459),tertiary
95,95,24.9280501,60.1777132,250085757,POINT (24.9280501 60.1777132),tertiary
96,96,24.8920507,60.1612835,25198971,POINT (24.8920507 60.1612835),residential
97,97,25.0557922,60.2316145,1730150783,POINT (25.0557922 60.2316145),tertiary
98,98,24.984633,60.2655665,29786502,POINT (24.984633 60.2655665),residential
99,99,24.9848441,60.2658188,29786503,POINT (24.9848441 60.2658188),residential
100,100,25.0839028,60.2420981,31490441,POINT (25.0839028 60.2420981),residential
101,101,25.0768265,60.2606022,1347715466,POINT (25.0768265 60.2606022),residential
102,102,25.0560483,60.2319124,1730150803,POINT (25.0560483 60.2319124),residential
103,103,24.9394125,60.2568038,1392574869,POINT (24.9394125 60.2568038),secondary
104,104,24.8897116,60.1611278,25199007,POINT (24.8897116 60.1611278),secondary
105,105,25.0996282,60.2300618,25921403,POINT (25.0996282 60.2300618),residential
106,106,24.9742823,60.2192632,35652013,POINT (24.9742823 60.2192632),residential
107,107,24.9730326,60.2240341,35652028,POINT (24.9730326 60.2240341),residential
108,108,24.9774813,60.1881182,33980863,POINT (24.9774813 60.1881182),primary
109,109,24.9787837,60.1903355,33980865,POINT (24.9787837 60.1903355),unclassified
110,110,24.8796913,60.1503545,331448775,POINT (24.8796913 60.1503545),residential
111,111,25.0073497,60.2687481,62587336,POINT (25.0073497 60.2687481),tertiary
112,112,25.0070658,60.2694512,62587340,POINT (25.0070658 60.2694512),residential
113,113,24.9692504,60.1985298,33980877,POINT (24.9692504 60.1985298),residential
114,114,25.0107224,60.2294572,280986070,POINT (25.0107224 60.2294572),motorway_link
115,115,24.9640021,60.2021392,33980886,POINT (24.9640021 60.2021392),primary
116,116,24.9381792,60.1970092,95650264,POINT (24.9381792 60.1970092),living_street
117,117,24.9421369,60.2572034,1392574936,POINT (24.9421369 60.2572034),residential
118,118,25.011623,60.2281486,280986082,POINT (25.011623 60.2281486),motorway_link
119,119,24.9858357,60.2648849,29786599,POINT (24.9858357 60.2648849),residential
120,120,24.9452528,60.2574642,1392574952,POINT (24.9452528 60.2574642),tertiary
121,121,24.9647002,60.2195365,265585129,POINT (24.9647002 60.2195365),residential
122,122,24.946152,60.2574799,1392574955,POINT (24.946152 60.2574799),residential
123,123,25.0414607,60.2445595,292913646,POINT (25.0414607 60.2445595),secondary
124,124,25.0398162,60.2442484,292913648,POINT (25.0398162 60.2442484),unclassified
125,125,25.0099267,60.2302382,280986097,POINT (25.0099267 60.2302382),secondary
126,126,24.9460237,60.1628183,314933748,POINT (24.9460237 60.1628183),residential
127,127,24.9462957,60.1625858,314933749,POINT (24.9462957 60.1625858),residential
128,128,25.1584052,60.2530589,26444321,POINT (25.1584052 60.2530589),residential
129,129,24.9327003,60.1718688,667353641,POINT (24.9327003 60.1718688),residential
130,130,24.8852036,60.1570942,25199154,POINT (24.8852036 60.1570942),secondary
131,131,24.8895124,60.1610496,25199157,POINT (24.8895124 60.1610496),secondary
132,132,25.0350584,60.1697463,3111715382,POINT (25.0350584 60.1697463),living_street
133,133,25.1723635,60.2512653,287539767,POINT (25.1723635 60.2512653),tertiary
134,134,24.9317971,60.1928691,1520042552,POINT (24.9317971 60.1928691),secondary
135,135,25.0562593,60.1665206,507019834,POINT (25.0562593 60.1665206),unclassified
136,136,24.9076781,60.1631,28246587,POINT (24.9076781 60.1631),residential
137,137,24.8528389,60.2352966,89031228,POINT (24.8528389 60.2352966),residential
138,138,24.943918,60.2587436,1392575039,POINT (24.943918 60.2587436),tertiary
139,139,25.032716,60.1699214,3111715393,POINT (25.032716 60.1699214),residential
140,140,24.9448512,60.2588254,1392575045,POINT (24.9448512 60.2588254),residential
141,141,24.9428279,60.2588481,1392575047,POINT (24.9428279 60.2588481),residential
142,142,24.9431407,60.2588441,1392575051,POINT (24.9431407 60.2588441),residential
143,143,25.1913738,60.2549713,249659987,POINT (25.1913738 60.2549713),tertiary
144,144,24.9438863,60.2588427,1392575061,POINT (24.9438863 60.2588427),tertiary
145,145,24.9877377,60.265272,29786712,POINT (24.9877377 60.265272),residential
146,146,25.0345355,60.170343,3111715417,POINT (25.0345355 60.170343),living_street
147,147,24.891758,60.2170121,305136221,POINT (24.891758 60.2170121),tertiary
148,148,24.8916963,60.2168745,305136223,POINT (24.8916963 60.2168745),tertiary
149,149,25.0517046,60.1470497,1032028769,POINT (25.0517046 60.1470497),unclassified
150,150,24.9904518,60.2672471,29786723,POINT (24.9904518 60.2672471),residential
151,151,24.975363,60.2107628,34177639,POINT (24.975363 60.2107628),residential
152,152,25.026914,60.2674666,354845302,POINT (25.026914 60.2674666),residential
153,153,24.9439639,60.1657541,58753656,POINT (24.9439639 60.1657541),primary
154,154,24.9807806,60.1929358,33981050,POINT (24.9807806 60.1929358),unclassified
155,155,24.866888,60.2519758,1384088189,POINT (24.866888 60.2519758),tertiary
156,156,24.9813054,60.1907994,33981054,POINT (24.9813054 60.1907994),unclassified
157,157,25.2218581,60.2500855,249660034,POINT (25.2218581 60.2500855),tertiary
158,158,24.8670657,60.2517901,1384088196,POINT (24.8670657 60.2517901),secondary
159,159,25.0581177,60.2317217,6102778500,POINT (25.0581177 60.2317217),tertiary
160,160,25.0462234,60.1753942,1655931526,POINT (25.0462234 60.1753942),secondary
161,161,24.8671751,60.2520225,1384088199,POINT (24.8671751 60.2520225),secondary
162,162,25.230283,60.2524738,249660042,POINT (25.230283 60.2524738),tertiary
163,163,24.8668762,60.2518537,1384088204,POINT (24.8668762 60.2518537),secondary
164,164,25.2323902,60.2525745,249660045,POINT (25.2323902 60.2525745),tertiary
165,165,24.8671092,60.2520297,1384088207,POINT (24.8671092 60.2520297),tertiary
166,166,24.9183624,60.2545275,3588063893,POINT (24.9183624 60.2545275),secondary
167,167,24.8673247,60.2519409,1384088216,POINT (24.8673247 60.2519409),secondary
168,168,25.0459619,60.1755662,1655931556,POINT (25.0459619 60.1755662),tertiary
169,169,24.9885026,60.2671621,29786790,POINT (24.9885026 60.2671621),residential
170,170,24.8642131,60.2236607,113836720,POINT (24.8642131 60.2236607),secondary
171,171,25.2223068,60.2494566,249660087,POINT (25.2223068 60.2494566),residential
172,172,24.8947675,60.2491477,38568635,POINT (24.8947675 60.2491477),tertiary
173,173,25.202787,60.270914,249660114,POINT (25.202787 60.270914),secondary
174,174,25.0335728,60.168589,3111715544,POINT (25.0335728 60.168589),residential
175,175,25.0491989,60.178142,1655931611,POINT (25.0491989 60.178142),residential
176,176,25.0755106,60.2083716,1388479197,POINT (25.0755106 60.2083716),secondary
177,177,24.8477978,60.2209676,265978590,POINT (24.8477978 60.2209676),unclassified
178,178,25.075213,60.20844,1388479199,POINT (25.075213 60.20844),trunk_link
179,179,24.97261,60.2057417,33981153,POINT (24.97261 60.2057417),secondary
180,180,25.0755687,60.2084066,1388479202,POINT (25.0755687 60.2084066),unclassified
181,181,25.0752968,60.2083687,1388479203,POINT (25.0752968 60.2083687),secondary
182,182,24.9769492,60.2105547,33981158,POINT (24.9769492 60.2105547),secondary
183,183,24.9781062,60.2119181,33981160,POINT (24.9781062 60.2119181),unclassified
184,184,24.9784446,60.2123456,33981161,POINT (24.9784446 60.2123456),unclassified
185,185,24.9795699,60.2137937,33981162,POINT (24.9795699 60.2137937),unclassified
186,186,24.9798747,60.2142143,33981163,POINT (24.9798747 60.2142143),unclassified
187,187,25.0590012,60.1922388,29917932,POINT (25.0590012 60.1922388),residential
188,188,25.0349067,60.1689338,3111715560,POINT (25.0349067 60.1689338),living_street
189,189,25.0331261,60.1691659,3111715566,POINT (25.0331261 60.1691659),residential
190,190,24.8951972,60.2088184,277414640,POINT (24.8951972 60.2088184),secondary
191,191,24.972431,60.2113948,34177777,POINT (24.972431 60.2113948),residential
192,192,24.9719086,60.2119162,34177778,POINT (24.9719086 60.2119162),residential
193,193,25.0442168,60.2148823,54035186,POINT (25.0442168 60.2148823),tertiary
194,194,24.9715326,60.2110853,34177784,POINT (24.9715326 60.2110853),residential
195,195,25.2020656,60.2705817,249660152,POINT (25.2020656 60.2705817),residential
196,196,25.1971014,60.2685502,249660158,POINT (25.1971014 60.2685502),residential
197,197,25.0315319,60.1693172,3111715583,POINT (25.0315319 60.1693172),residential
198,198,25.1968002,60.2685657,249660159,POINT (25.1968002 60.2685657),residential
199,199,25.1961727,60.2685612,249660162,POINT (25.1961727 60.2685612),residential
200,200,24.9720378,60.2107177,34177796,POINT (24.9720378 60.2107177),residential
201,201,24.9749395,60.2101878,34177797,POINT (24.9749395 60.2101878),residential
202,202,25.1933624,60.2687904,249660166,POINT (25.1933624 60.2687904),residential
203,203,25.0438588,60.2148601,54035207,POINT (25.0438588 60.2148601),tertiary
204,204,25.05857,60.2635464,313721610,POINT (25.05857 60.2635464),secondary
205,205,25.0531526,60.2639044,313721613,POINT (25.0531526 60.2639044),unclassified
206,206,25.1708497,60.2507458,287539981,POINT (25.1708497 60.2507458),secondary
207,207,25.0713131,60.2658344,722731791,POINT (25.0713131 60.2658344),residential
208,208,25.0712664,60.2670706,722731794,POINT (25.0712664 60.2670706),residential
209,209,25.0574843,60.2636077,313721619,POINT (25.0574843 60.2636077),tertiary
210,210,25.1867835,60.2663964,249660192,POINT (25.1867835 60.2663964),residential
211,211,24.9441184,60.1983579,95650594,POINT (24.9441184 60.1983579),living_street
212,212,25.0729639,60.2701527,722731811,POINT (25.0729639 60.2701527),secondary
213,213,25.2066216,60.2593858,519045929,POINT (25.2066216 60.2593858),residential
214,214,25.1918375,60.2702734,249660201,POINT (25.1918375 60.2702734),residential
215,215,25.0696524,60.2698731,722731820,POINT (25.0696524 60.2698731),residential
216,216,25.1710395,60.2499433,287540012,POINT (25.1710395 60.2499433),residential
217,217,25.0732561,60.2702002,722731825,POINT (25.0732561 60.2702002),secondary
218,218,25.0733416,60.2701629,722731830,POINT (25.0733416 60.2701629),secondary
219,219,25.0299249,60.249319,6030885695,POINT (25.0299249 60.249319),residential
220,220,25.0327705,60.2485773,6030885698,POINT (25.0327705 60.2485773),secondary
221,221,24.9864608,60.242315,2895119173,POINT (24.9864608 60.242315),residential
222,222,24.8778176,60.2332836,1987642182,POINT (24.8778176 60.2332836),residential
223,223,25.0729539,60.270064,722731845,POINT (25.0729539 60.270064),tertiary
224,224,25.0711279,60.2700303,722731850,POINT (25.0711279 60.2700303),residential
225,225,25.0738059,60.2701561,722731852,POINT (25.0738059 60.2701561),residential
226,226,25.068233,60.2698148,722731857,POINT (25.068233 60.2698148),tertiary
227,227,24.874703,60.2365578,1987642200,POINT (24.874703 60.2365578),residential
228,228,25.008456,60.2754964,59835224,POINT (25.008456 60.2754964),residential
229,229,25.0326514,60.1715395,3111715677,POINT (25.0326514 60.1715395),residential
230,230,25.1914285,60.2708679,249660260,POINT (25.1914285 60.2708679),residential
231,231,24.8490174,60.1815237,131941,POINT (24.8490174 60.1815237),secondary
232,232,25.1908241,60.2712977,249660261,POINT (25.1908241 60.2712977),residential
233,233,25.0236583,60.1721771,3111715689,POINT (25.0236583 60.1721771),tertiary
234,234,24.9275125,60.1954244,1520042859,POINT (24.9275125 60.1954244),residential
235,235,25.1624448,60.2108493,958595957,POINT (25.1624448 60.2108493),unclassified
236,236,24.9382004,60.1972797,670401408,POINT (24.9382004 60.1972797),living_street
237,237,24.9983781,60.2777187,91358080,POINT (24.9983781 60.2777187),residential
238,238,24.9380539,60.1972617,670401410,POINT (24.9380539 60.1972617),living_street
239,239,25.0531449,60.1944216,2313585545,POINT (25.0531449 60.1944216),secondary
240,240,24.8572126,60.1844258,131979,POINT (24.8572126 60.1844258),secondary
241,241,24.858723,60.184861,131980,POINT (24.858723 60.184861),secondary
242,242,24.8936731,60.2253597,31622031,POINT (24.8936731 60.2253597),residential
243,243,24.8945166,60.2254038,31622032,POINT (24.8945166 60.2254038),residential
244,244,25.029763,60.1744425,3111715729,POINT (25.029763 60.1744425),residential
245,245,25.0848302,60.243359,31490963,POINT (25.0848302 60.243359),residential
246,246,24.9665924,60.1661783,259490713,POINT (24.9665924 60.1661783),residential
247,247,24.9902979,60.2693189,29787034,POINT (24.9902979 60.2693189),residential
248,248,25.0349024,60.1754064,3111715749,POINT (25.0349024 60.1754064),residential
249,249,24.9717993,60.210498,34177959,POINT (24.9717993 60.210498),residential
250,250,24.9394871,60.19716,95650728,POINT (24.9394871 60.19716),living_street
251,251,25.0071582,60.2368681,31458218,POINT (25.0071582 60.2368681),tertiary
252,252,24.9076131,60.1641429,60457925,POINT (24.9076131 60.1641429),secondary
253,253,24.8973784,60.2563054,38568904,POINT (24.8973784 60.2563054),tertiary
254,254,25.0286343,60.2785076,3435103177,POINT (25.0286343 60.2785076),secondary
255,255,25.0754486,60.2434943,292881354,POINT (25.0754486 60.2434943),tertiary
256,256,25.0753194,60.2433361,292881355,POINT (25.0753194 60.2433361),tertiary
257,257,25.0285607,60.2785939,3435103181,POINT (25.0285607 60.2785939),secondary
258,258,25.0289895,60.2786434,3435103182,POINT (25.0289895 60.2786434),secondary
259,259,24.9018903,60.2036806,269681617,POINT (24.9018903 60.2036806),residential
260,260,24.8977021,60.2242988,31622098,POINT (24.8977021 60.2242988),secondary
261,261,24.9536342,60.19367,247595987,POINT (24.9536342 60.19367),residential
262,262,24.8976133,60.2245552,31622100,POINT (24.8976133 60.2245552),secondary
263,263,24.8974023,60.2244043,31622101,POINT (24.8974023 60.2244043),secondary
264,264,24.8971939,60.2564048,38568913,POINT (24.8971939 60.2564048),residential
265,265,24.9552307,60.1952001,289539031,POINT (24.9552307 60.1952001),residential
266,266,24.9667735,60.2203267,35652567,POINT (24.9667735 60.2203267),residential
267,267,24.9979532,60.2574428,566952916,POINT (24.9979532 60.2574428),residential
268,268,25.0807825,60.1675005,1026622422,POINT (25.0807825 60.1675005),tertiary
269,269,25.028855,60.2786986,3435103186,POINT (25.028855 60.2786986),secondary
270,270,24.9469778,60.247373,286032860,POINT (24.9469778 60.247373),residential
271,271,25.0065772,60.2582392,587072480,POINT (25.0065772 60.2582392),residential
272,272,25.1577184,60.2054545,26280930,POINT (25.1577184 60.2054545),residential
273,273,24.9970516,60.2281816,298845157,POINT (24.9970516 60.2281816),residential
274,274,25.1081614,60.2177706,998573033,POINT (25.1081614 60.2177706),residential
275,275,25.1587771,60.2042444,26280937,POINT (25.1587771 60.2042444),residential
276,276,25.1577092,60.2052752,26280941,POINT (25.1577092 60.2052752),residential
277,277,25.1574853,60.2053394,26280942,POINT (25.1574853 60.2053394),residential
278,278,25.1525368,60.2047217,26280943,POINT (25.1525368 60.2047217),tertiary
279,279,25.152412,60.2047935,26280944,POINT (25.152412 60.2047935),tertiary
280,280,25.1521796,60.2047606,26280945,POINT (25.1521796 60.2047606),tertiary
281,281,24.9924443,60.2735838,29787121,POINT (24.9924443 60.2735838),residential
282,282,24.9639264,60.2200883,35652597,POINT (24.9639264 60.2200883),residential
283,283,25.0150086,60.269357,91292665,POINT (25.0150086 60.269357),residential
284,284,25.1513929,60.2067937,26280958,POINT (25.1513929 60.2067937),residential
285,285,24.8959361,60.1940169,4336649215,POINT (24.8959361 60.1940169),residential
286,286,25.1511662,60.2067654,26280959,POINT (25.1511662 60.2067654),residential
287,287,25.0593583,60.1876024,29918214,POINT (25.0593583 60.1876024),residential
288,288,24.8689812,60.1870835,132103,POINT (24.8689812 60.1870835),secondary
289,289,25.0157079,60.2523549,1489601543,POINT (25.0157079 60.2523549),unclassified
290,290,24.8740578,60.1879296,132105,POINT (24.8740578 60.1879296),secondary
291,291,25.063808,60.1915878,29918215,POINT (25.063808 60.1915878),residential
292,292,25.1530131,60.2031687,26280969,POINT (25.1530131 60.2031687),residential
293,293,25.1532251,60.2031932,26280972,POINT (25.1532251 60.2031932),tertiary
294,294,24.9656724,60.2216511,35652621,POINT (24.9656724 60.2216511),residential
295,295,25.1536815,60.2022093,26280970,POINT (25.1536815 60.2022093),tertiary
296,296,24.8777338,60.1916931,132111,POINT (24.8777338 60.1916931),secondary
297,297,25.1498413,60.2043901,26280982,POINT (25.1498413 60.2043901),tertiary
298,298,24.8877875,60.2358332,257098780,POINT (24.8877875 60.2358332),trunk_link
299,299,24.8886896,60.235998,257098782,POINT (24.8886896 60.235998),secondary
300,300,25.0581817,60.2473813,857605152,POINT (25.0581817 60.2473813),unclassified
301,301,24.8898152,60.2350209,257098788,POINT (24.8898152 60.2350209),secondary
302,302,24.8896201,60.235408,257098791,POINT (24.8896201 60.235408),secondary
303,303,24.8878305,60.238221,257098798,POINT (24.8878305 60.238221),secondary
304,304,24.8882783,60.2370982,257098801,POINT (24.8882783 60.2370982),unclassified
305,305,24.8883395,60.2370107,257098805,POINT (24.8883395 60.2370107),secondary
306,306,24.9915166,60.274673,29787194,POINT (24.9915166 60.274673),residential
307,307,25.0233205,60.2834496,279970876,POINT (25.0233205 60.2834496),trunk
308,308,25.0571846,60.2479916,857605181,POINT (25.0571846 60.2479916),secondary
309,309,24.9861691,60.2740064,29787199,POINT (24.9861691 60.2740064),residential
310,310,24.9094698,60.1850496,4906910784,POINT (24.9094698 60.1850496),secondary
311,311,24.9104667,60.1857845,4906910785,POINT (24.9104667 60.1857845),residential
312,312,24.9109248,60.1854083,4906910786,POINT (24.9109248 60.1854083),residential
313,313,24.9110396,60.1849449,4906910787,POINT (24.9110396 60.1849449),secondary
314,314,24.9110094,60.1631991,146474057,POINT (24.9110094 60.1631991),residential
315,315,24.9454848,60.2217904,264963158,POINT (24.9454848 60.2217904),motorway
316,316,24.8927056,60.2451734,3362063459,POINT (24.8927056 60.2451734),secondary
317,317,24.898452,60.2430577,1980761201,POINT (24.898452 60.2430577),residential
318,318,24.8767383,60.2370674,1671038066,POINT (24.8767383 60.2370674),unclassified
319,319,24.8483733,60.25111,2272527476,POINT (24.8483733 60.25111),residential
320,320,24.9049549,60.2079793,277415029,POINT (24.9049549 60.2079793),unclassified
321,321,24.8927777,60.2452424,3362063478,POINT (24.8927777 60.2452424),secondary
322,322,24.9039761,60.1579435,2146993272,POINT (24.9039761 60.1579435),residential
323,323,24.8979129,60.2433233,1980761209,POINT (24.8979129 60.2433233),residential
324,324,24.8927587,60.2452643,3362063482,POINT (24.8927587 60.2452643),secondary
325,325,25.0434434,60.2449746,292914300,POINT (25.0434434 60.2449746),secondary
326,326,25.0454554,60.2454783,292914303,POINT (25.0454554 60.2454783),unclassified
327,327,25.046768,60.2456685,292914307,POINT (25.046768 60.2456685),secondary
328,328,25.0445321,60.2452893,292914308,POINT (25.0445321 60.2452893),secondary
329,329,25.0299726,60.1917779,150996102,POINT (25.0299726 60.1917779),residential
330,330,25.0892854,60.215088,490177675,POINT (25.0892854 60.215088),residential
331,331,24.9932794,60.2728753,560891019,POINT (24.9932794 60.2728753),secondary
332,332,25.0892427,60.214903,490177680,POINT (25.0892427 60.214903),tertiary
333,333,24.9932779,60.2727917,560891026,POINT (24.9932779 60.2727917),secondary
334,334,24.9247721,60.1648792,149030035,POINT (24.9247721 60.1648792),secondary
335,335,24.9248055,60.1646696,149030036,POINT (24.9248055 60.1646696),residential
336,336,24.9250185,60.164747,149030037,POINT (24.9250185 60.164747),residential
337,337,24.9934313,60.272718,560891028,POINT (24.9934313 60.272718),secondary
338,338,24.9296369,60.1924005,313754776,POINT (24.9296369 60.1924005),secondary
339,339,25.0891667,60.2150132,490177690,POINT (25.0891667 60.2150132),tertiary
340,340,24.993734,60.2728749,560891036,POINT (24.993734 60.2728749),secondary
341,341,25.0894612,60.2150926,490177693,POINT (25.0894612 60.2150926),tertiary
342,342,24.9936156,60.2729402,560891038,POINT (24.9936156 60.2729402),secondary
343,343,25.0896053,60.2150031,490177695,POINT (25.0896053 60.2150031),tertiary
344,344,25.0725414,60.2671386,1502792004,POINT (25.0725414 60.2671386),residential
345,345,24.9934042,60.2729418,560891040,POINT (24.9934042 60.2729418),secondary
346,346,25.0895891,60.214945,490177698,POINT (25.0895891 60.214945),tertiary
347,347,25.089436,60.2148809,490177699,POINT (25.089436 60.2148809),tertiary
348,348,24.9942106,60.2731706,560891042,POINT (24.9942106 60.2731706),secondary
349,349,24.9929282,60.2731189,560891045,POINT (24.9929282 60.2731189),secondary
350,350,24.9483658,60.1871354,250545321,POINT (24.9483658 60.1871354),residential
