,id,x,y,osmid,geometry,highway
30,30,14.3647918,50.1010271,60948511,POINT (14.3647918 50.1010271),residential
31,31,14.3523497,50.0959657,26804256,POINT (14.3523497 50.0959657),residential
32,32,14.5105961,50.0580248,245563420,POINT (14.5105961 50.0580248),residential
33,33,14.5128097,50.0556926,245563425,POINT (14.5128097 50.0556926),residential
34,34,14.5127419,50.0551622,245563426,POINT (14.5127419 50.0551622),residential
35,35,14.3528654,50.0949115,26804260,POINT (14.3528654 50.0949115),residential
36,36,14.3671178,50.1009957,60948517,POINT (14.3671178 50.1009957),residential
37,37,14.5121084,50.0543666,245563429,POINT (14.5121084 50.0543666),residential
38,38,14.4210186,50.0544933,64815143,POINT (14.4210186 50.0544933),residential
39,39,14.5122477,50.0539068,245563430,POINT (14.5122477 50.0539068),tertiary
40,40,14.385134,49.9653108,517603369,POINT (14.385134 49.9653108),residential
41,41,14.3636319,50.1031615,60948522,POINT (14.3636319 50.1031615),residential
42,42,14.4960919,50.1027682,137494571,POINT (14.4960919 50.1027682),primary
43,43,14.5176018,50.0542012,245563431,POINT (14.5176018 50.0542012),tertiary
44,44,14.3843518,49.9657106,517603373,POINT (14.3843518 49.9657106),tertiary
45,45,14.5125019,50.0546159,245563434,POINT (14.5125019 50.0546159),residential
46,46,14.3862371,49.9649735,517603375,POINT (14.3862371 49.9649735),residential
47,47,14.2980187,50.0293745,2076704815,POINT (14.2980187 50.0293745),residential
48,48,14.3491856,50.09407,26804273,POINT (14.3491856 50.09407),residential
49,49,14.5149669,50.0547819,245563433,POINT (14.5149669 50.0547819),residential
50,50,14.4260094,50.0582816,64815157,POINT (14.4260094 50.0582816),residential
51,51,14.3867034,49.9655694,517603383,POINT (14.3867034 49.9655694),residential
52,52,14.426605,50.0551546,64815160,POINT (14.426605 50.0551546),residential
53,53,14.3638719,50.1001431,60948540,POINT (14.3638719 50.1001431),residential
54,54,14.4264266,50.0560528,64815165,POINT (14.4264266 50.0560528),residential
55,55,14.3856174,49.9659046,517603389,POINT (14.3856174 49.9659046),residential
56,56,14.3875183,49.9695309,517603392,POINT (14.3875183 49.9695309),residential
57,57,14.4250162,50.055886,64815169,POINT (14.4250162 50.055886),residential
58,58,14.3801981,50.0722151,31850562,POINT (14.3801981 50.0722151),secondary
59,59,14.381183,50.0728903,31850563,POINT (14.381183 50.0728903),secondary
60,60,14.4249863,50.0549857,64815172,POINT (14.4249863 50.0549857),residential
61,61,14.381002,50.0735086,31850565,POINT (14.381002 50.0735086),residential
62,62,14.3804342,50.0735885,31850566,POINT (14.3804342 50.0735885),secondary
63,63,14.3874118,49.96967,517603394,POINT (14.3874118 49.96967),living_street
64,64,14.3780606,50.0729153,31850568,POINT (14.3780606 50.0729153),residential
65,65,14.3802006,50.0707586,31850569,POINT (14.3802006 50.0707586),secondary
66,66,14.3889577,49.9695593,517603398,POINT (14.3889577 49.9695593),tertiary
67,67,14.3881272,49.9699169,517603396,POINT (14.3881272 49.9699169),residential
68,68,14.3886037,49.9699816,517603403,POINT (14.3886037 49.9699816),residential
69,69,14.3892596,49.9700022,517603405,POINT (14.3892596 49.9700022),tertiary
70,70,14.428105,50.0559955,64815182,POINT (14.428105 50.0559955),residential
71,71,14.3666425,50.1018982,60948558,POINT (14.3666425 50.1018982),residential
72,72,14.3686125,50.1028966,60948560,POINT (14.3686125 50.1028966),living_street
73,73,14.3721149,50.1037941,60948561,POINT (14.3721149 50.1037941),residential
74,74,14.3731158,50.1038786,60948562,POINT (14.3731158 50.1038786),tertiary
75,75,14.3894061,49.9719805,517603411,POINT (14.3894061 49.9719805),residential
76,76,14.3720081,50.1042445,60948563,POINT (14.3720081 50.1042445),residential
77,77,14.3907028,49.9724349,517603413,POINT (14.3907028 49.9724349),residential
78,78,14.4281148,50.0552013,64815190,POINT (14.4281148 50.0552013),residential
79,79,14.4775655,50.1020411,236781650,POINT (14.4775655 50.1020411),residential
80,80,14.3719775,50.1044011,60948564,POINT (14.3719775 50.1044011),residential
81,81,14.4867641,50.1430775,207224917,POINT (14.4867641 50.1430775),living_street
82,82,14.487006,50.1430649,207224920,POINT (14.487006 50.1430649),living_street
83,83,14.3471515,50.0959686,26804315,POINT (14.3471515 50.0959686),primary
84,84,14.4367382,49.9932802,25952344,POINT (14.4367382 49.9932802),tertiary
85,85,14.4356762,49.9937648,25952345,POINT (14.4356762 49.9937648),residential
86,86,14.3985957,50.0408729,736821342,POINT (14.3985957 50.0408729),residential
87,87,14.4343974,49.9944663,25952352,POINT (14.4343974 49.9944663),residential
88,88,14.3978116,50.040199,736821345,POINT (14.3978116 50.040199),tertiary
89,89,14.347157,50.099622,4706009192,POINT (14.347157 50.099622),residential
90,90,14.4877246,50.1553855,123011177,POINT (14.4877246 50.1553855),trunk
91,91,14.4291982,49.9970435,25952365,POINT (14.4291982 49.9970435),tertiary
92,92,14.3200493,50.0827962,60686446,POINT (14.3200493 50.0827962),residential
93,93,14.3465412,50.0966611,26804335,POINT (14.3465412 50.0966611),residential
94,94,14.3198211,50.0831063,60686445,POINT (14.3198211 50.0831063),residential
95,95,14.3186927,50.0823424,60686447,POINT (14.3186927 50.0823424),residential
96,96,14.3184226,50.0826519,60686448,POINT (14.3184226 50.0826519),residential
97,97,14.489082,50.1540255,123011187,POINT (14.489082 50.1540255),trunk
98,98,14.3462306,50.0977361,26804340,POINT (14.3462306 50.0977361),residential
99,99,14.3147634,50.0835238,60686449,POINT (14.3147634 50.0835238),tertiary
100,100,14.3164259,50.0831455,60686450,POINT (14.3164259 50.0831455),tertiary
101,101,14.3169528,50.0831508,60686451,POINT (14.3169528 50.0831508),residential
102,102,14.3172445,50.0812196,60686456,POINT (14.3172445 50.0812196),residential
103,103,14.3176501,50.0819838,60686453,POINT (14.3176501 50.0819838),residential
104,104,14.3155861,50.0811714,60686455,POINT (14.3155861 50.0811714),residential
105,105,14.3474867,50.0979235,26804347,POINT (14.3474867 50.0979235),residential
106,106,14.3146293,50.0807527,60686459,POINT (14.3146293 50.0807527),residential
107,107,14.494549,50.1424928,123011197,POINT (14.494549 50.1424928),trunk
108,108,14.3191935,50.0804041,60686464,POINT (14.3191935 50.0804041),residential
109,109,14.3218262,50.0800564,60686468,POINT (14.3218262 50.0800564),residential
110,110,14.3227315,50.0797158,60686469,POINT (14.3227315 50.0797158),residential
111,111,14.3180165,50.0811779,60686476,POINT (14.3180165 50.0811779),residential
112,112,14.3450977,50.0975853,26804366,POINT (14.3450977 50.0975853),residential
113,113,14.3744955,50.072275,31850641,POINT (14.3744955 50.072275),residential
114,114,14.3200283,50.0809833,60686481,POINT (14.3200283 50.0809833),residential
115,115,14.3471952,50.098899,26804371,POINT (14.3471952 50.098899),residential
116,116,14.4075581,50.0008847,30081171,POINT (14.4075581 50.0008847),residential
117,117,14.3482122,50.055529,7368933525,POINT (14.3482122 50.055529),residential
118,118,14.3209673,50.0813783,60686486,POINT (14.3209673 50.0813783),residential
119,119,14.4753828,50.1116503,1209467031,POINT (14.4753828 50.1116503),secondary
120,120,14.3459106,50.0987647,26804375,POINT (14.3459106 50.0987647),residential
121,121,14.4766637,50.1120421,1209467033,POINT (14.4766637 50.1120421),secondary_link
122,122,14.428538,49.9999827,25952408,POINT (14.428538 49.9999827),tertiary
123,123,14.3451742,50.0986823,26804379,POINT (14.3451742 50.0986823),residential
124,124,14.4010585,50.0874627,1400111261,POINT (14.4010585 50.0874627),residential
125,125,14.4054086,50.0013551,30081182,POINT (14.4054086 50.0013551),residential
126,126,14.4191709,50.0012968,291504286,POINT (14.4191709 50.0012968),residential
127,127,14.3446826,50.0986274,26804384,POINT (14.3446826 50.0986274),residential
128,128,14.4760487,50.1126426,1209467051,POINT (14.4760487 50.1126426),secondary
129,129,14.369537,50.1045965,60948657,POINT (14.369537 50.1045965),residential
130,130,14.3702484,50.1047185,60948658,POINT (14.3702484 50.1047185),residential
131,131,14.3706325,50.1050259,60948659,POINT (14.3706325 50.1050259),residential
132,132,14.4576795,50.1266675,1018233012,POINT (14.4576795 50.1266675),residential
133,133,14.3712373,50.1056518,60948660,POINT (14.3712373 50.1056518),residential
134,134,14.3702016,50.1060968,60948661,POINT (14.3702016 50.1060968),residential
135,135,14.4266739,49.997338,25952438,POINT (14.4266739 49.997338),residential
136,136,14.4767499,50.111805,1209467064,POINT (14.4767499 50.111805),secondary
137,137,14.4766835,50.1116956,1209467069,POINT (14.4766835 50.1116956),secondary_link
138,138,14.4258446,49.9974952,25952448,POINT (14.4258446 49.9974952),residential
139,139,14.4253092,49.9974693,25952449,POINT (14.4253092 49.9974693),residential
140,140,14.4231506,49.9973979,25952451,POINT (14.4231506 49.9973979),residential
141,141,14.5073482,50.033141,1344798922,POINT (14.5073482 50.033141),residential
142,142,14.5210742,50.1573781,158728415,POINT (14.5210742 50.1573781),living_street
143,143,14.5208198,50.157549,158728421,POINT (14.5208198 50.157549),living_street
144,144,14.4228085,50.0214315,30081260,POINT (14.4228085 50.0214315),tertiary
145,145,14.4233262,50.0234549,30081269,POINT (14.4233262 50.0234549),residential
146,146,14.4253967,50.023257,30081270,POINT (14.4253967 50.023257),residential
147,147,14.4211097,50.0226207,30081271,POINT (14.4211097 50.0226207),tertiary
148,148,14.363246,50.1313484,244515062,POINT (14.363246 50.1313484),tertiary
149,149,14.4231138,49.9968078,25952508,POINT (14.4231138 49.9968078),residential
150,150,14.4230858,50.0225155,30081278,POINT (14.4230858 50.0225155),residential
151,151,14.4253827,50.0224158,30081279,POINT (14.4253827 50.0224158),residential
152,152,14.5676769,50.0809759,1630077184,POINT (14.5676769 50.0809759),living_street
153,153,14.4188266,50.0224143,30081281,POINT (14.4188266 50.0224143),residential
154,154,14.4248456,50.0001373,291504385,POINT (14.4248456 50.0001373),residential
155,155,14.4183143,50.0233568,30081283,POINT (14.4183143 50.0233568),residential
156,156,14.4206427,49.998274,25952515,POINT (14.4206427 49.998274),residential
157,157,14.4237504,50.0253136,30081285,POINT (14.4237504 50.0253136),tertiary
158,158,14.4232422,50.0246182,30081286,POINT (14.4232422 50.0246182),residential
159,159,14.4259341,50.0003992,291504386,POINT (14.4259341 50.0003992),residential
160,160,14.5074204,50.1340217,1234764040,POINT (14.5074204 50.1340217),residential
161,161,14.429206,50.0010226,291504389,POINT (14.429206 50.0010226),residential
162,162,14.4194803,50.0247133,30081290,POINT (14.4194803 50.0247133),residential
163,163,14.4263423,50.0245148,30081291,POINT (14.4263423 50.0245148),residential
164,164,14.5378844,50.0523448,524681484,POINT (14.5378844 50.0523448),residential
165,165,14.4287396,50.0009454,291504388,POINT (14.4287396 50.0009454),residential
166,166,14.4945792,50.0607973,3064791310,POINT (14.4945792 50.0607973),residential
167,167,14.347851,50.098974,296419599,POINT (14.347851 50.098974),residential
168,168,14.4673726,49.9996351,5725356304,POINT (14.4673726 49.9996351),secondary
169,169,14.4287372,50.0002083,291504402,POINT (14.4287372 50.0002083),residential
170,170,14.3479972,50.0983448,296419604,POINT (14.3479972 50.0983448),residential
171,171,14.4062573,50.0117786,208273689,POINT (14.4062573 50.0117786),residential
172,172,14.4265969,50.0232852,30081307,POINT (14.4265969 50.0232852),tertiary
173,173,14.4181236,50.0019501,25952551,POINT (14.4181236 50.0019501),tertiary
174,174,14.4170534,50.0042974,2671968557,POINT (14.4170534 50.0042974),tertiary
175,175,14.4178875,50.0043803,2671968558,POINT (14.4178875 50.0043803),secondary
176,176,14.3471371,50.0993248,26804531,POINT (14.3471371 50.0993248),residential
177,177,14.3468795,50.0995625,26804532,POINT (14.3468795 50.0995625),residential
178,178,14.4164325,50.0019538,25952563,POINT (14.4164325 50.0019538),residential
179,179,14.3462068,50.0999903,26804533,POINT (14.3462068 50.0999903),residential
180,180,14.4257114,50.0219405,30081335,POINT (14.4257114 50.0219405),residential
181,181,14.346859,50.1005323,26804536,POINT (14.346859 50.1005323),residential
182,182,14.4270815,50.0222657,30081338,POINT (14.4270815 50.0222657),tertiary
183,183,14.4153444,50.0018942,25952571,POINT (14.4153444 50.0018942),residential
184,184,14.4784482,50.1426322,255918395,POINT (14.4784482 50.1426322),tertiary
185,185,14.420765,50.0020146,25952578,POINT (14.420765 50.0020146),residential
186,186,14.4126284,50.0435961,5081465155,POINT (14.4126284 50.0435961),residential
187,187,14.42183,50.0015686,25952580,POINT (14.42183 50.0015686),residential
188,188,14.3551188,50.0963863,26804552,POINT (14.3551188 50.0963863),residential
189,189,14.4205561,49.9996558,291504193,POINT (14.4205561 49.9996558),residential
190,190,14.3557973,50.0963347,26804554,POINT (14.3557973 50.0963347),residential
191,191,14.4249859,50.0212761,30081355,POINT (14.4249859 50.0212761),tertiary
192,192,14.4172763,50.0038002,25952587,POINT (14.4172763 50.0038002),tertiary
193,193,14.4308057,50.0008634,291504456,POINT (14.4308057 50.0008634),residential
194,194,14.4171718,50.0040353,25952590,POINT (14.4171718 50.0040353),tertiary
195,195,14.4235615,50.0234309,30081361,POINT (14.4235615 50.0234309),residential
196,196,14.4249873,50.0233003,30081363,POINT (14.4249873 50.0233003),residential
197,197,14.4033374,50.0389119,21430612,POINT (14.4033374 50.0389119),primary
198,198,14.3562819,50.0954619,26804564,POINT (14.3562819 50.0954619),residential
199,199,14.3559382,50.0961093,26804563,POINT (14.3559382 50.0961093),residential
200,200,14.3566499,50.0947547,26804565,POINT (14.3566499 50.0947547),residential
201,201,14.4057,50.0402081,21430616,POINT (14.4057 50.0402081),primary_link
202,202,14.3546923,50.0942508,26804568,POINT (14.3546923 50.0942508),residential
203,203,14.5708626,50.0811863,1630077268,POINT (14.5708626 50.0811863),tertiary
204,204,14.429359,50.0001659,291504472,POINT (14.429359 50.0001659),residential
205,205,14.383036,50.0338465,21430620,POINT (14.383036 50.0338465),residential
206,206,14.6274152,50.0111738,618594649,POINT (14.6274152 50.0111738),tertiary
207,207,14.4098625,50.0346876,237175136,POINT (14.4098625 50.0346876),residential
208,208,14.627668,50.0109034,618594658,POINT (14.627668 50.0109034),living_street
209,209,14.5706667,50.0812141,1630077283,POINT (14.5706667 50.0812141),living_street
210,210,14.6279018,50.011121,618594663,POINT (14.6279018 50.011121),tertiary
211,211,14.6279155,50.0104549,618594664,POINT (14.6279155 50.0104549),living_street
212,212,14.3579072,50.0950545,55378285,POINT (14.3579072 50.0950545),residential
213,213,14.4111927,50.0023505,25952623,POINT (14.4111927 50.0023505),secondary
214,214,14.5306777,50.0366905,761332081,POINT (14.5306777 50.0366905),residential
215,215,14.3491704,50.0983441,296419701,POINT (14.3491704 50.0983441),residential
216,216,14.5601754,50.0472586,321061237,POINT (14.5601754 50.0472586),residential
217,217,14.5687549,50.0814407,1630077303,POINT (14.5687549 50.0814407),living_street
218,218,14.4054795,50.0019707,25952632,POINT (14.4054795 50.0019707),secondary
219,219,14.4947805,50.1251336,637600132,POINT (14.4947805 50.1251336),residential
220,220,14.5230029,50.0460952,1026556300,POINT (14.5230029 50.0460952),secondary
221,221,14.4431198,50.0884956,3680305552,POINT (14.4431198 50.0884956),tertiary
222,222,14.544725,50.071146,1262223761,POINT (14.544725 50.071146),residential
223,223,14.4731723,50.0784316,3799384464,POINT (14.4731723 50.0784316),secondary_link
224,224,14.50659,50.1057308,1564213651,POINT (14.50659 50.1057308),residential
225,225,14.4268984,50.0014067,291504533,POINT (14.4268984 50.0014067),residential
226,226,14.4112048,50.002187,25952668,POINT (14.4112048 50.002187),secondary
227,227,14.3330078,50.044036,748945822,POINT (14.3330078 50.044036),residential
228,228,14.5655138,50.0816205,1630077344,POINT (14.5655138 50.0816205),living_street
229,229,14.4255567,50.0010927,291504545,POINT (14.4255567 50.0010927),residential
230,230,14.5394902,50.0716764,1262223783,POINT (14.5394902 50.0716764),trunk_link
231,231,14.4856599,50.1557876,73400743,POINT (14.4856599 50.1557876),secondary
232,232,14.5715746,50.0816963,1630077353,POINT (14.5715746 50.0816963),residential
233,233,14.623121,50.112939,76022189,POINT (14.623121 50.112939),residential
234,234,14.6269833,50.1138255,76022192,POINT (14.6269833 50.1138255),residential
235,235,14.408587,50.0009733,25952690,POINT (14.408587 50.0009733),residential
236,236,14.6280777,50.1137859,76022197,POINT (14.6280777 50.1137859),residential
237,237,14.3570042,50.096561,26804662,POINT (14.3570042 50.096561),residential
238,238,14.4086635,50.0008691,25952694,POINT (14.4086635 50.0008691),residential
239,239,14.369945,50.0986761,26804664,POINT (14.369945 50.0986761),residential
240,240,14.4094472,50.0002778,25952696,POINT (14.4094472 50.0002778),residential
241,241,14.6268711,50.1126195,76022201,POINT (14.6268711 50.1126195),residential
242,242,14.6270557,50.1145089,76022206,POINT (14.6270557 50.1145089),residential
243,243,14.4116191,49.9990751,25952705,POINT (14.4116191 49.9990751),residential
244,244,14.4122448,49.9989347,25952706,POINT (14.4122448 49.9989347),residential
245,245,14.4119626,49.9998044,25952707,POINT (14.4119626 49.9998044),residential
246,246,14.5663616,50.0817501,1630077380,POINT (14.5663616 50.0817501),living_street
247,247,14.2825465,50.0590289,1004536257,POINT (14.2825465 50.0590289),residential
248,248,14.2824331,50.0590628,1004536258,POINT (14.2824331 50.0590628),residential
249,249,14.282659,50.0591498,1004536262,POINT (14.282659 50.0591498),residential
250,250,14.2841633,50.0597229,1004536265,POINT (14.2841633 50.0597229),residential
251,251,14.3914874,50.0653854,297468363,POINT (14.3914874 50.0653854),residential
252,252,14.5065295,50.142641,245367243,POINT (14.5065295 50.142641),tertiary
253,253,14.4003343,50.0672667,297468365,POINT (14.4003343 50.0672667),residential
254,254,14.4099388,50.0011526,25952718,POINT (14.4099388 50.0011526),residential
255,255,14.4002593,50.0685469,297468367,POINT (14.4002593 50.0685469),tertiary
256,256,14.4007983,50.0686739,297468369,POINT (14.4007983 50.0686739),tertiary
257,257,14.4126275,50.0015191,25952722,POINT (14.4126275 50.0015191),residential
258,258,14.4017645,50.0669119,297468372,POINT (14.4017645 50.0669119),residential
259,259,14.4132218,50.0009457,25952728,POINT (14.4132218 50.0009457),residential
260,260,14.5367864,50.071437,1262223833,POINT (14.5367864 50.071437),secondary
261,261,14.4127404,49.9999788,25952730,POINT (14.4127404 49.9999788),residential
262,262,14.5374328,50.0708364,1262223836,POINT (14.5374328 50.0708364),secondary
263,263,14.4133222,50.0001545,25952735,POINT (14.4133222 50.0001545),residential
264,264,14.5696165,50.081923,1630077408,POINT (14.5696165 50.081923),residential
265,265,14.4281202,49.9969536,1680998881,POINT (14.4281202 49.9969536),residential
266,266,14.4138687,50.0003471,25952739,POINT (14.4138687 50.0003471),residential
267,267,14.4558897,50.1377341,286327269,POINT (14.4558897 50.1377341),living_street
268,268,14.4132433,49.9989458,25952742,POINT (14.4132433 49.9989458),residential
269,269,14.6363479,50.1198805,267256294,POINT (14.6363479 50.1198805),residential
270,270,14.4140209,49.9992235,25952747,POINT (14.4140209 49.9992235),residential
271,271,14.4355842,50.1360193,244253164,POINT (14.4355842 50.1360193),tertiary
272,272,14.4372905,50.1360711,244253165,POINT (14.4372905 50.1360711),residential
273,273,14.5196123,50.157665,158728686,POINT (14.5196123 50.157665),living_street
274,274,14.4147983,49.9994831,25952751,POINT (14.4147983 49.9994831),residential
275,275,14.4400858,50.1357544,244253168,POINT (14.4400858 50.1357544),residential
276,276,14.5956841,50.0813971,24969713,POINT (14.5956841 50.0813971),trunk_link
277,277,14.3697035,50.097786,26804722,POINT (14.3697035 50.097786),residential
278,278,14.4497941,50.1353907,244253171,POINT (14.4497941 50.1353907),tertiary
279,279,14.4440821,50.1354744,244253170,POINT (14.4440821 50.1354744),residential
280,280,14.4521584,50.1372848,244253172,POINT (14.4521584 50.1372848),secondary
281,281,14.4487358,50.136976,244253173,POINT (14.4487358 50.136976),residential
282,282,14.4445855,50.1366062,244253174,POINT (14.4445855 50.1366062),residential
283,283,14.4218712,50.1436614,1261896181,POINT (14.4218712 50.1436614),residential
284,284,14.4300727,50.1330383,244253178,POINT (14.4300727 50.1330383),tertiary
285,285,14.5313441,50.1059172,1018233339,POINT (14.5313441 50.1059172),residential
286,286,14.5375138,50.071641,1262223868,POINT (14.5375138 50.071641),primary
287,287,14.4356412,50.1347192,244253179,POINT (14.4356412 50.1347192),residential
288,288,14.4373969,50.1337955,244253181,POINT (14.4373969 50.1337955),residential
289,289,14.4368338,50.1338608,244253183,POINT (14.4368338 50.1338608),residential
290,290,14.4368306,50.1347303,244253182,POINT (14.4368306 50.1347303),residential
291,291,14.4373031,50.1355704,244253185,POINT (14.4373031 50.1355704),residential
292,292,14.4373479,50.1347417,244253180,POINT (14.4373479 50.1347417),residential
293,293,14.4386856,50.1354554,244253187,POINT (14.4386856 50.1354554),residential
294,294,14.4400367,50.1352894,244253188,POINT (14.4400367 50.1352894),residential
295,295,14.3200023,50.0726324,1028588037,POINT (14.3200023 50.0726324),residential
296,296,14.4400686,50.1342821,244253190,POINT (14.4400686 50.1342821),residential
297,297,14.4356098,50.1355459,244253184,POINT (14.4356098 50.1355459),residential
298,298,14.4387211,50.1342644,244253189,POINT (14.4387211 50.1342644),residential
299,299,14.4364645,50.1355556,244253192,POINT (14.4364645 50.1355556),residential
300,300,14.4373765,50.1342403,244253191,POINT (14.4373765 50.1342403),residential
301,301,14.4356151,50.1352687,244253194,POINT (14.4356151 50.1352687),residential
302,302,14.6325299,50.1156285,267256323,POINT (14.6325299 50.1156285),residential
303,303,14.631128,50.1155945,267256331,POINT (14.631128 50.1155945),residential
304,304,14.4309487,50.1359412,244253198,POINT (14.4309487 50.1359412),tertiary
305,305,14.4268017,50.1267995,244253200,POINT (14.4268017 50.1267995),residential
306,306,14.2826519,50.058085,1004536336,POINT (14.2826519 50.058085),residential
307,307,14.6301752,50.11642,267256336,POINT (14.6301752 50.11642),living_street
308,308,14.416473,50.0266743,30081555,POINT (14.416473 50.0266743),tertiary
309,309,14.3685315,50.0975804,26804756,POINT (14.3685315 50.0975804),residential
310,310,14.4260315,50.1266655,244253205,POINT (14.4260315 50.1266655),residential
311,311,14.4141895,50.0229755,30081558,POINT (14.4141895 50.0229755),tertiary
312,312,14.4259459,50.1261277,244253206,POINT (14.4259459 50.1261277),residential
313,313,14.367524,50.0973607,26804760,POINT (14.367524 50.0973607),residential
314,314,14.4215272,50.1259943,244253208,POINT (14.4215272 50.1259943),residential
315,315,14.4214603,50.1255174,244253210,POINT (14.4214603 50.1255174),residential
316,316,14.4179415,49.9987296,291504665,POINT (14.4179415 49.9987296),residential
317,317,14.5676661,50.0821488,1630077468,POINT (14.5676661 50.0821488),living_street
318,318,14.4418325,50.107741,6542524957,POINT (14.4418325 50.107741),secondary
319,319,14.4324039,50.1252477,244253216,POINT (14.4324039 50.1252477),living_street
320,320,14.4288235,50.0494449,1841431072,POINT (14.4288235 50.0494449),tertiary
321,321,14.537223,50.0709695,1262223904,POINT (14.537223 50.0709695),secondary
322,322,14.4319556,50.1266262,244253220,POINT (14.4319556 50.1266262),living_street
323,323,14.4345563,50.1259371,244253225,POINT (14.4345563 50.1259371),living_street
324,324,14.4321836,50.1259301,244253229,POINT (14.4321836 50.1259301),living_street
325,325,14.4103139,50.0249078,30081582,POINT (14.4103139 50.0249078),residential
326,326,14.4112878,50.0251679,30081583,POINT (14.4112878 50.0251679),residential
327,327,14.4131145,50.0252812,30081584,POINT (14.4131145 50.0252812),residential
328,328,14.4313263,50.1258188,244253230,POINT (14.4313263 50.1258188),living_street
329,329,14.4305581,50.1252627,244253231,POINT (14.4305581 50.1252627),living_street
330,330,14.4292625,50.1248499,244253234,POINT (14.4292625 50.1248499),living_street
331,331,14.4096859,50.0265489,30081593,POINT (14.4096859 50.0265489),residential
332,332,14.4906439,50.0766243,24969785,POINT (14.4906439 50.0766243),secondary
333,333,14.4289357,50.1240301,244253245,POINT (14.4289357 50.1240301),living_street
334,334,14.4071515,50.0259598,30081598,POINT (14.4071515 50.0259598),residential
335,335,14.3698885,50.0973783,26804798,POINT (14.3698885 50.0973783),residential
336,336,14.4065991,50.0107129,25952832,POINT (14.4065991 50.0107129),residential
337,337,14.4094041,50.0251483,30081601,POINT (14.4094041 50.0251483),residential
338,338,14.432574,50.1311506,244253247,POINT (14.432574 50.1311506),residential
339,339,14.3705508,50.1070124,60949056,POINT (14.3705508 50.1070124),residential
340,340,14.4291306,50.1237722,244253246,POINT (14.4291306 50.1237722),living_street
341,341,14.418803,49.9986173,291504709,POINT (14.418803 49.9986173),residential
342,342,14.4107524,50.0229886,30081606,POINT (14.4107524 50.0229886),residential
343,343,14.4111197,50.0228952,30081607,POINT (14.4111197 50.0228952),residential
344,344,14.5828182,50.1100464,112198216,POINT (14.5828182 50.1100464),primary
345,345,14.4300097,50.1298603,244253257,POINT (14.4300097 50.1298603),residential
346,346,14.4135723,50.0234648,30081610,POINT (14.4135723 50.0234648),residential
347,347,14.4276222,50.1300113,244253259,POINT (14.4276222 50.1300113),residential
348,348,14.4298948,50.1289804,244253258,POINT (14.4298948 50.1289804),residential
349,349,14.4274869,50.1291206,244253260,POINT (14.4274869 50.1291206),residential
350,350,14.4048748,50.0097583,25952846,POINT (14.4048748 50.0097583),residential
351,351,14.4286949,50.1290505,244253262,POINT (14.4286949 50.1290505),residential
352,352,14.4831575,50.042987,768082512,POINT (14.4831575 50.042987),residential
353,353,14.4051137,50.0090897,25952849,POINT (14.4051137 50.0090897),residential
354,354,14.4287428,50.1294604,244253263,POINT (14.4287428 50.1294604),residential
