time_ms	origin	dest
2041000.0	1334	3574
2063000.0	1020	1398
2063000.0	2345	856
2080000.0	711	1222
2080000.0	950	3635
2082000.0	1208	4272
2106000.0	1674	4414
2112000.0	4074	4208
2134000.0	295	1396
2135000.0	4217	532
2138000.0	4007	2286
2140000.0	2891	4546
2158000.0	3127	3695
2167000.0	2524	1902
2189000.0	1130	305
2194000.0	1316	111
2217000.0	1164	536
2233000.0	1731	3737
2238000.0	4301	1834
2250000.0	691	3540
2265000.0	1381	3115
2280000.0	3688	1881
2295000.0	3841	52
2306000.0	4275	414
2322000.0	677	1345
2327000.0	192	2545
2335000.0	214	1918
2342000.0	622	473
2367000.0	3551	1626
2367000.0	2777	3544
2414000.0	4332	3344
2419000.0	4054	123
2422000.0	3827	2307
2422000.0	1868	3600
2438000.0	3482	470
2471000.0	1118	1832
2493000.0	3723	4414
2504000.0	2448	1990
2525000.0	1597	1940
2525000.0	2277	981
2541000.0	2159	2156
2550000.0	2662	4150
2570000.0	995	123
2601000.0	3525	3498
2603000.0	4212	1222
2604000.0	1828	1012
2613000.0	2760	2239
2645000.0	599	894
2646000.0	874	4150
2650000.0	2046	3918
2684000.0	1994	1202
2686000.0	1788	178
2708000.0	2130	2714
2724000.0	212	37
2749000.0	1242	4146
2758000.0	583	729
2776000.0	1324	4521
2789000.0	4028	37
2801000.0	4392	4057
2814000.0	2027	871
2817000.0	4225	2660
2884000.0	134	123
2894000.0	1504	719
2894000.0	1307	538
2923000.0	3695	2284
2933000.0	3150	532
2957000.0	4319	2332
3024000.0	735	2018
3035000.0	1594	3308
3045000.0	2307	2640
3059000.0	871	4384
3106000.0	3619	2328
3126000.0	2785	665
3132000.0	2077	1924
3133000.0	4549	2173
3136000.0	1495	2293
3138000.0	2552	4450
3138000.0	1864	2771
3147000.0	4254	1463
3185000.0	2071	2359
3187000.0	2921	4475
3224000.0	4297	3540
3227000.0	2632	3482
3251000.0	2159	2123
3290000.0	3237	1835
3295000.0	93	3475
3315000.0	2290	4446
3316000.0	1875	3716
3354000.0	1628	493
3365000.0	3942	521
3393000.0	2436	2536
3420000.0	3863	2411
3478000.0	365	222
3479000.0	2763	951
3568000.0	2757	826
3575000.0	380	2050
3599000.0	3815	1918
3606000.0	981	2001
3608000.0	285	1778
3616000.0	1361	2464
3617000.0	1430	4527
3665000.0	3765	3067
3669000.0	1283	2449
3726000.0	4319	1586
3738000.0	4264	2397
3756000.0	1428	894
3811000.0	2537	4301
3819000.0	3179	4399
3823000.0	1881	363
3832000.0	332	1918
3851000.0	1490	137
3852000.0	4484	538
3896000.0	3551	128
3896000.0	354	2290
3900000.0	390	2494
3907000.0	801	3951
3914000.0	4414	4382
3930000.0	2396	2381
3949000.0	2651	2325
3967000.0	1521	4513
3973000.0	4319	3693
3990000.0	1492	2123
4000000.0	2188	366
4001000.0	3505	2751
4015000.0	4380	2149
4032000.0	1917	4527
4050000.0	3857	2716
4064000.0	517	729
4082000.0	2209	3821
4083000.0	3656	376
4095000.0	1946	2332
4113000.0	4384	857
4116000.0	625	613
4123000.0	1092	1835
4137000.0	1298	1353
4143000.0	227	1106
4229000.0	2468	2010
4249000.0	264	3552
4281000.0	1541	3212
4285000.0	872	2028
4349000.0	3519	1483
4365000.0	926	690
4366000.0	4346	929
4368000.0	2158	524
4372000.0	624	2997
4377000.0	1834	3411
4434000.0	4098	666
4438000.0	3126	929
4451000.0	1717	4414
4469000.0	3914	3756
4481000.0	2952	711
4498000.0	2440	292
4508000.0	1505	4474
4517000.0	3762	4213
4536000.0	292	137
4548000.0	1041	3067
4586000.0	653	1666
4587000.0	1444	2119
4588000.0	3072	2861
4589000.0	4394	128
4610000.0	4557	2339
4624000.0	4561	677
4624000.0	448	1404
4684000.0	2161	2854
4711000.0	3115	3619
4716000.0	3543	620
4780000.0	4144	1839
4785000.0	4033	997
4806000.0	1830	340
4806000.0	1717	3025
4808000.0	2285	1722
4816000.0	2050	3242
4841000.0	1759	254
4848000.0	871	3755
4860000.0	2777	2724
4868000.0	853	2997
4876000.0	595	1025
4897000.0	327	3262
4900000.0	4229	2861
4936000.0	4230	4382
4948000.0	4455	1092
4989000.0	687	926
5025000.0	3674	2568
5055000.0	3003	1248
5081000.0	671	1720
5082000.0	778	4414
5088000.0	803	3332
5089000.0	2649	2254
5097000.0	270	2210
5140000.0	2390	1924
5151000.0	2166	2470
5160000.0	348	857
5180000.0	1980	4128
5200000.0	2511	4414
5223000.0	1208	3582
5226000.0	456	254
5238000.0	391	1345
5255000.0	4094	4498
5257000.0	1772	3594
5332000.0	2754	4513
5362000.0	739	1900
5367000.0	2607	4452
5382000.0	516	1918
5402000.0	2354	940
5411000.0	1612	3747
5493000.0	1615	2449
5591000.0	1187	2399
5593000.0	1073	2471
5598000.0	2790	3138
5599000.0	1778	1511
5612000.0	1605	2836
5625000.0	2794	497
5625000.0	149	811
5643000.0	2731	2706
5690000.0	4269	3911
5701000.0	2293	2495
5718000.0	2787	1776
5761000.0	2393	3883
5762000.0	883	4356
5770000.0	3655	1792
5796000.0	3242	3911
5818000.0	3159	1438
5824000.0	540	323
5827000.0	475	687
5838000.0	945	1780
5884000.0	891	2938
5885000.0	2392	1924
5885000.0	227	4414
5924000.0	4054	3183
5936000.0	3532	2491
5939000.0	214	1918
5940000.0	3733	2150
5970000.0	473	1771
6013000.0	448	2322
6034000.0	1736	3651
6044000.0	3914	3746
6066000.0	234	3251
6067000.0	266	3697
6092000.0	758	629
6106000.0	4033	2938
6140000.0	4089	4474
6161000.0	3857	2555
6163000.0	4229	2626
6190000.0	1607	719
6232000.0	1761	132
6239000.0	4254	4330
6250000.0	219	1345
6320000.0	4277	2798
6321000.0	1505	2196
6334000.0	3138	1818
6335000.0	2787	3518
6368000.0	1549	1173
6373000.0	940	103
6385000.0	3162	82
6415000.0	1544	3120
6436000.0	2737	2699
6508000.0	3014	758
6533000.0	3404	3217
6541000.0	1571	2555
6557000.0	1961	1316
6559000.0	410	1990
6563000.0	3068	1401
6577000.0	2147	1941
6623000.0	1101	3262
6635000.0	2775	3212
6695000.0	1495	130
6700000.0	31	2660
6708000.0	3820	2136
6730000.0	118	1222
6738000.0	1922	1489
6755000.0	3115	3746
6759000.0	346	318
6793000.0	2981	543
6836000.0	2526	447
6860000.0	1442	1736
6872000.0	3163	264
6882000.0	2728	4150
6884000.0	3207	473
6956000.0	2372	3543
6966000.0	2209	4440
7013000.0	1541	3492
7040000.0	3170	1915
7044000.0	1108	1835
7046000.0	210	1386
7074000.0	629	4256
7087000.0	872	128
7102000.0	170	3028
7107000.0	2733	3188
7110000.0	1745	1924
7110000.0	2728	2681
7120000.0	1946	2909
7132000.0	148	2133
7144000.0	1865	3179
7203000.0	2037	1504
7278000.0	3072	234
7280000.0	1776	887
7291000.0	210	1990
7298000.0	4555	1829
7305000.0	3131	4208
7310000.0	3940	1421
7312000.0	1970	2780
7335000.0	3698	4414
7347000.0	3482	1999
7364000.0	3975	1702
7392000.0	1581	2765
7398000.0	4241	3457
7413000.0	4298	3207
7415000.0	4081	1222
7417000.0	3410	1391
7444000.0	1516	3368
7452000.0	2273	3795
7499000.0	1067	4474
7501000.0	690	3362
7502000.0	1322	2210
7598000.0	2899	536
7602000.0	170	2938
7619000.0	3127	1680
7624000.0	3248	1953
7630000.0	2508	2047
7635000.0	2283	3482
7645000.0	3674	245
7683000.0	671	2018
7685000.0	4326	4332
7687000.0	3127	1521
7728000.0	729	711
7755000.0	521	1366
7756000.0	339	3029
7782000.0	1493	1900
7794000.0	4531	4474
7796000.0	4275	2283
7803000.0	1723	1407
7807000.0	348	1269
7833000.0	4287	2398
7841000.0	340	2854
7887000.0	4032	1828
7901000.0	4449	3008
7903000.0	3867	3566
7903000.0	3829	4542
7915000.0	3202	2089
7937000.0	926	3418
7941000.0	3316	3419
8016000.0	1546	1407
8030000.0	2652	1915
8043000.0	1508	4330
8045000.0	415	4036
8046000.0	2981	1103
8058000.0	3835	410
8114000.0	385	3655
8116000.0	192	1245
8121000.0	3252	1883
8136000.0	26	2783
8200000.0	1497	620
8222000.0	325	343
8223000.0	668	380
8256000.0	2618	343
8260000.0	52	1386
8268000.0	1104	834
8274000.0	3470	209
8335000.0	295	3067
8335000.0	4298	1096
8374000.0	3707	2994
8376000.0	720	2381
8385000.0	3050	929
8401000.0	1046	994
8413000.0	321	1834
8450000.0	4020	2030
8468000.0	622	2210
8469000.0	2760	111
8474000.0	3743	2461
8511000.0	1826	1990
8512000.0	1789	999
8522000.0	3062	1918
8524000.0	1557	1269
8565000.0	3648	1884
8573000.0	4230	2332
8580000.0	2021	1978
8584000.0	4440	519
8629000.0	1744	245
8651000.0	2179	3747
8664000.0	2292	894
8675000.0	3058	3012
8698000.0	445	2574
8700000.0	734	517
8701000.0	373	4414
8716000.0	950	1849
8729000.0	844	3156
8731000.0	2649	826
8733000.0	3244	4566
8754000.0	334	3571
8762000.0	471	2685
8775000.0	3012	107
8790000.0	2450	1661
8801000.0	4208	857
8813000.0	3114	3078
8816000.0	3668	4474
8822000.0	152	1881
8835000.0	3141	2967
8851000.0	3131	857
8853000.0	3353	385
8865000.0	4099	2354
8907000.0	2290	3482
8916000.0	4028	2512
8931000.0	516	3569
8932000.0	3141	3728
8972000.0	470	1396
8982000.0	468	3392
9020000.0	1823	542
9060000.0	227	4414
9061000.0	2790	2728
9101000.0	2480	100
9110000.0	3901	1780
9120000.0	3524	2790
9167000.0	479	2685
9169000.0	3520	3217
9192000.0	3704	1483
9206000.0	2533	3339
9208000.0	409	3635
9228000.0	3356	385
9257000.0	1039	76
9268000.0	1354	1391
9278000.0	39	656
9318000.0	1954	1731
9323000.0	773	3322
9344000.0	4572	1250
9380000.0	2909	1325
9424000.0	281	2210
9428000.0	2392	1918
9436000.0	3842	50
9453000.0	519	3242
9466000.0	4546	1374
9475000.0	132	929
9490000.0	2089	4374
9551000.0	2640	1723
9563000.0	3589	4330
9600000.0	3703	257
9604000.0	4338	1248
9611000.0	3693	3658
9620000.0	1326	3322
9631000.0	2390	2115
9676000.0	3406	1416
9692000.0	1177	3728
9741000.0	3164	4256
9770000.0	4409	3716
9772000.0	348	473
9780000.0	735	1511
9810000.0	3255	4414
9839000.0	1525	459
9879000.0	1287	3278
9897000.0	4563	1972
9898000.0	396	2205
9907000.0	4575	957
9918000.0	812	1351
9935000.0	4093	103
9958000.0	976	985
9996000.0	3120	3114
10004000.0	625	1828
10009000.0	73	3865
10011000.0	624	409
10033000.0	1029	1941
10036000.0	3364	2411
10066000.0	1202	2381
10071000.0	1043	3266
10077000.0	644	89
10079000.0	2273	1990
10101000.0	1864	951
10106000.0	2331	4527
10110000.0	1041	3703
10114000.0	1576	4503
10152000.0	1949	460
10180000.0	949	1327
10231000.0	372	3163
10232000.0	3754	2328
10238000.0	48	2456
10293000.0	1269	3076
10314000.0	2651	3876
10335000.0	1798	3714
10349000.0	3762	2381
10358000.0	1921	1828
10364000.0	1553	3518
10372000.0	0	2003
10383000.0	399	687
10385000.0	1776	2010
10403000.0	984	3368
10415000.0	2541	4256
10419000.0	3801	4330
10437000.0	505	1990
10460000.0	1976	529
10463000.0	2015	3544
10481000.0	999	2150
10485000.0	2222	2464
10491000.0	2732	951
10516000.0	1892	1103
10523000.0	2390	2449
10535000.0	1315	128
10540000.0	2757	3029
10541000.0	1202	2952
10548000.0	4245	3045
10588000.0	4566	3911
10589000.0	3402	735
10591000.0	454	1531
10606000.0	3779	1311
10609000.0	1086	2714
10615000.0	2685	665
10683000.0	365	2780
10689000.0	134	4330
10707000.0	4504	1307
10722000.0	3573	1828
10757000.0	31	2967
10759000.0	339	3755
10764000.0	389	2665
10870000.0	3045	645
10873000.0	3746	4474
10880000.0	2272	4127
10882000.0	995	536
10896000.0	4217	2103
10921000.0	4355	2346
10925000.0	3541	1470
10931000.0	304	1900
10944000.0	3204	1835
10946000.0	157	4474
10963000.0	612	3746
10993000.0	537	3264
10998000.0	409	521
11040000.0	2078	3500
11042000.0	3550	3627
11064000.0	3552	1470
11071000.0	2984	857
11081000.0	4482	1459
11086000.0	4213	1918
11094000.0	280	4330
11097000.0	3411	3883
11129000.0	4543	3419
11134000.0	412	2413
11142000.0	367	1396
11167000.0	4415	1921
11189000.0	778	1401
11194000.0	1876	1471
11227000.0	735	2996
11232000.0	4089	497
11244000.0	4305	780
11247000.0	1607	3571
11263000.0	2716	1345
11273000.0	3446	2685
11279000.0	2434	4330
11293000.0	1885	3377
11319000.0	3770	2437
11333000.0	1976	1021
11337000.0	103	4330
11341000.0	3552	762
11354000.0	2648	1651
11359000.0	1237	3492
11364000.0	334	2526
11370000.0	3820	2470
11374000.0	4499	731
11380000.0	2584	3415
11392000.0	3098	4330
11392000.0	1478	4399
11397000.0	1814	4414
11402000.0	4263	3482
11410000.0	3228	3615
11424000.0	3566	2030
11433000.0	1860	2286
11437000.0	2517	2784
11463000.0	3780	415
11494000.0	1506	123
11498000.0	2893	2536
11502000.0	1459	2997
11506000.0	1669	1485
11540000.0	853	37
11540000.0	4259	4531
11542000.0	620	2974
11552000.0	1225	1454
11557000.0	2953	1924
11571000.0	3830	3068
11605000.0	1318	270
11612000.0	521	857
11638000.0	1511	4047
11641000.0	2277	3589
11658000.0	252	2704
11697000.0	1424	3029
11769000.0	2948	3257
11774000.0	2398	2984
11778000.0	1108	1918
11784000.0	226	111
11810000.0	2779	2015
11818000.0	2021	2685
11834000.0	3893	2563
11848000.0	1211	1454
11869000.0	3407	1702
11876000.0	4409	236
11877000.0	1164	497
11881000.0	4338	3292
11896000.0	674	4272
11930000.0	3788	2861
11946000.0	1790	4474
11950000.0	2785	690
11959000.0	2934	3497
11976000.0	3958	3716
11986000.0	2344	170
11997000.0	1242	2354
12012000.0	1954	2337
12013000.0	2598	2783
12032000.0	2717	2566
12089000.0	508	2456
12151000.0	119	3661
12180000.0	4228	712
12182000.0	460	1953
12183000.0	2491	4310
12199000.0	2728	874
12206000.0	408	1404
12230000.0	1170	3627
12240000.0	2763	1407
12246000.0	454	260
12289000.0	2434	3560
12291000.0	309	2974
12319000.0	1573	1511
12361000.0	875	4476
12361000.0	1626	3114
12389000.0	4097	2286
12401000.0	2630	2196
12406000.0	471	2856
12409000.0	1759	245
12413000.0	1289	2326
12447000.0	372	3674
12451000.0	3855	2559
12456000.0	1583	3377
12501000.0	3406	2254
12516000.0	678	3083
12524000.0	75	2537
12529000.0	3327	711
12531000.0	3772	2405
12537000.0	3980	2210
12572000.0	3230	3295
12581000.0	368	1394
12592000.0	1446	1420
12658000.0	758	1109
12681000.0	381	3188
12692000.0	3991	3368
12693000.0	502	59
12697000.0	1260	522
12697000.0	2395	2967
12701000.0	286	111
12705000.0	4396	2028
12711000.0	4509	2123
12714000.0	4378	3746
12716000.0	2350	1916
12730000.0	1330	1972
12733000.0	607	464
12752000.0	2404	4008
12772000.0	3250	3280
12796000.0	299	281
12805000.0	1754	806
12818000.0	3099	4004
12824000.0	1735	2332
12831000.0	1609	2149
12834000.0	626	4498
12839000.0	1514	3544
12850000.0	3684	1902
12853000.0	753	735
12866000.0	690	2719
12868000.0	219	2626
12870000.0	4255	4414
12878000.0	1120	145
12901000.0	1260	3242
12907000.0	1559	671
12911000.0	2405	2398
12936000.0	3364	4158
12943000.0	949	602
12977000.0	2757	3451
12981000.0	3972	4124
12982000.0	463	1345
12987000.0	2331	3745
12989000.0	735	1811
13018000.0	1283	4512
13061000.0	3823	1586
13078000.0	584	130
13087000.0	1792	206
13097000.0	2717	2994
13102000.0	1040	1198
13112000.0	899	2254
13143000.0	3857	3269
13160000.0	3115	2765
13177000.0	3327	123
13207000.0	1746	3714
13217000.0	4149	2527
13245000.0	1924	3246
13255000.0	2935	653
13328000.0	3972	2756
13343000.0	3914	1924
13379000.0	1310	121
13385000.0	3589	666
13391000.0	3159	2390
13391000.0	3959	751
13402000.0	222	4528
13422000.0	1981	1336
13436000.0	930	2412
13441000.0	3129	3958
13467000.0	794	1865
13488000.0	157	107
13511000.0	4462	2541
13516000.0	712	1887
13526000.0	3799	4414
13536000.0	3661	2263
13545000.0	3509	3733
13558000.0	4057	130
13561000.0	75	651
13564000.0	1580	3509
13586000.0	3321	3068
13592000.0	2443	3274
13601000.0	384	2491
13602000.0	3405	340
13604000.0	4297	2397
13606000.0	1662	4526
13615000.0	4095	3026
13645000.0	4380	2133
13648000.0	4432	857
13651000.0	1603	3497
13700000.0	2790	4331
13712000.0	932	2739
13720000.0	1541	3444
13732000.0	4298	1107
13736000.0	4279	4393
13739000.0	1508	3550
13743000.0	471	747
13749000.0	1897	3571
13751000.0	0	3408
13764000.0	377	4530
13777000.0	936	3298
13782000.0	407	1684
13785000.0	3818	4474
13792000.0	1235	4474
13831000.0	4250	2357
13857000.0	2387	4474
13860000.0	2732	1781
13866000.0	3418	687
13871000.0	465	4414
13875000.0	2170	2736
13877000.0	848	3482
13886000.0	413	3049
13900000.0	3518	2123
13923000.0	372	1394
13923000.0	1446	2974
13941000.0	3393	260
13957000.0	3875	2398
13962000.0	2737	2997
13966000.0	2445	2893
13969000.0	3819	3755
13979000.0	1827	1887
14027000.0	757	3619
14057000.0	3058	820
14074000.0	2730	2263
14088000.0	2724	4356
14090000.0	2301	4191
14131000.0	3693	3832
14191000.0	2010	2286
14193000.0	373	2411
14194000.0	1284	564
14205000.0	2508	1669
14222000.0	643	1663
14259000.0	1289	3274
14261000.0	1395	3012
14281000.0	2305	4566
14291000.0	4445	3737
14329000.0	376	2861
14331000.0	3753	1651
14343000.0	645	1107
14354000.0	632	4414
14369000.0	1392	3482
14371000.0	916	443
14403000.0	2569	3274
14416000.0	4133	4330
14429000.0	2359	1431
14429000.0	697	3755
14457000.0	3138	2205
14472000.0	1830	4410
14482000.0	4105	1780
14483000.0	2519	3901
14499000.0	834	3686
14503000.0	2365	2173
14523000.0	1735	1310
14551000.0	4027	687
14556000.0	1367	1484
14577000.0	1580	128
14579000.0	1669	4065
14603000.0	2091	2119
14618000.0	3070	1228
14652000.0	73	3308
14665000.0	3114	3725
14668000.0	4393	286
14679000.0	1980	1235
14679000.0	4207	4535
14683000.0	2324	2339
14684000.0	1942	2861
14697000.0	3298	421
14723000.0	2179	2536
14725000.0	4263	1104
14728000.0	2365	425
14730000.0	3859	2761
14732000.0	3604	3100
14739000.0	792	3444
14748000.0	935	2661
14759000.0	3849	4332
14761000.0	4262	2798
14768000.0	3507	2897
14789000.0	872	128
14793000.0	2658	1918
14799000.0	218	1918
14815000.0	4284	183
14816000.0	916	4039
14829000.0	1164	2286
14845000.0	751	3918
14854000.0	3499	2323
14862000.0	4023	3905
14864000.0	4104	3688
14877000.0	3002	3883
14882000.0	1653	2722
14885000.0	1398	4223
14885000.0	3098	4330
14889000.0	3506	3498
14898000.0	711	2381
14903000.0	1510	123
14904000.0	602	3269
14928000.0	1367	1484
14931000.0	2575	2143
14933000.0	4555	4474
14947000.0	2304	4440
14952000.0	3404	3755
14955000.0	957	2892
14957000.0	1495	940
14957000.0	4432	2336
14987000.0	4559	2861
14988000.0	3886	3408
14995000.0	3917	206
15003000.0	3022	1554
15013000.0	4459	3274
15016000.0	602	2569
15017000.0	2985	1123
15025000.0	4191	629
15029000.0	2976	3274
15049000.0	4346	3339
15067000.0	3083	4504
15067000.0	3772	567
15093000.0	2423	983
15103000.0	978	3566
15104000.0	2958	1743
15113000.0	1783	559
15114000.0	4028	1351
15114000.0	3834	493
15116000.0	3362	1208
15131000.0	3509	4350
15135000.0	2399	1362
15138000.0	592	1483
15144000.0	1330	2992
15155000.0	3200	1911
15166000.0	1939	1318
15172000.0	2346	1177
15181000.0	4449	3156
15185000.0	2958	880
15191000.0	3884	3188
15198000.0	406	3655
15212000.0	651	3207
15228000.0	1544	1541
15230000.0	4506	3482
15238000.0	479	687
15242000.0	4400	1327
15268000.0	3755	1835
15271000.0	2865	685
15275000.0	2893	2938
15280000.0	2193	3482
15292000.0	73	3262
15310000.0	1486	1554
15323000.0	816	3951
15323000.0	3645	4020
15329000.0	794	4033
15329000.0	2285	3415
15333000.0	2533	3470
15339000.0	332	1664
15347000.0	1710	3714
15351000.0	4531	1840
15362000.0	2596	1549
15363000.0	2468	225
15381000.0	3132	1918
15384000.0	4374	2214
15385000.0	3267	1345
15410000.0	1379	4502
15417000.0	3499	2967
15437000.0	2643	2938
15441000.0	3884	1165
15458000.0	1565	3497
15459000.0	3316	801
15460000.0	2339	2681
15461000.0	1932	3989
15464000.0	1298	2489
15491000.0	3917	2558
15506000.0	1629	1834
15508000.0	421	3505
15511000.0	3803	2665
15511000.0	4346	1470
15516000.0	1678	1451
15521000.0	3436	1607
15531000.0	3904	2984
15573000.0	3547	2644
15577000.0	850	3721
15593000.0	3482	3156
15600000.0	3698	2701
15601000.0	940	4330
15605000.0	4230	2320
15609000.0	1396	3134
15620000.0	1257	3728
15620000.0	3938	3382
15626000.0	296	4555
15630000.0	1483	1860
15631000.0	3280	4149
15633000.0	737	3747
15637000.0	1714	1466
15640000.0	2861	3049
15657000.0	3770	2751
15678000.0	404	2685
15690000.0	2604	2783
15696000.0	2598	3482
15729000.0	3562	1828
15730000.0	3012	3207
15743000.0	2721	2785
15746000.0	1039	3724
15749000.0	3833	2716
15752000.0	3703	2716
15753000.0	1233	1345
15762000.0	260	1508
15769000.0	1410	473
15771000.0	1997	677
15776000.0	280	4150
15780000.0	3883	2254
15782000.0	1861	3986
15793000.0	1900	1780
15802000.0	2777	1208
15823000.0	4570	4571
15827000.0	3519	4527
15838000.0	2592	1486
15842000.0	430	2768
15843000.0	1615	567
15862000.0	977	2091
15876000.0	3142	2393
15881000.0	3849	1248
15888000.0	3058	3428
15914000.0	19	2270
15914000.0	2041	2037
15917000.0	1907	871
15924000.0	516	1250
15927000.0	2551	262
15951000.0	2716	4444
15956000.0	1391	962
15972000.0	4006	1902
15981000.0	3527	3375
16022000.0	411	2375
16027000.0	732	1137
16031000.0	444	1179
16038000.0	8	3951
16044000.0	3895	4256
16053000.0	1573	1572
16057000.0	2026	4095
16086000.0	1320	2115
16089000.0	1269	3077
16094000.0	2692	3544
16106000.0	4185	1121
16110000.0	826	1671
16112000.0	3676	666
16113000.0	2334	3942
16122000.0	2273	3266
16126000.0	2350	1966
16135000.0	559	4033
16143000.0	176	4067
16153000.0	2855	2030
16159000.0	3754	1107
16169000.0	35	1924
16169000.0	1789	1511
16172000.0	1004	144
16173000.0	1275	4474
16194000.0	75	621
16208000.0	1956	3544
16212000.0	4256	2458
16223000.0	3940	1913
16232000.0	2353	2643
16235000.0	322	3951
16240000.0	1130	4089
16259000.0	4228	3661
16261000.0	677	344
16266000.0	4198	4535
16266000.0	3141	2601
16267000.0	1120	2198
16267000.0	3357	381
16275000.0	259	370
16278000.0	2236	986
16293000.0	4385	677
16301000.0	1521	575
16312000.0	2365	2938
16315000.0	2729	2685
16330000.0	2994	2196
16345000.0	22	123
16347000.0	2846	3725
16348000.0	50	1715
16349000.0	4018	4395
16351000.0	628	1505
16352000.0	1991	3437
16357000.0	999	4504
16364000.0	2316	929
16371000.0	4215	3728
16384000.0	445	4527
16410000.0	215	4099
16414000.0	3698	1652
16415000.0	3865	3308
16421000.0	3639	1821
16424000.0	3217	1572
16427000.0	4144	2286
16429000.0	2334	1375
16455000.0	780	2780
16459000.0	2993	3099
16467000.0	4239	497
16473000.0	147	4033
16484000.0	166	2783
16495000.0	3062	1175
16497000.0	1614	731
16505000.0	2836	147
16507000.0	1092	3482
16508000.0	4484	3375
16511000.0	1235	2328
16535000.0	1438	3475
16542000.0	1541	3475
16550000.0	1157	1242
16550000.0	3131	312
16558000.0	516	3911
16562000.0	3698	240
16564000.0	2028	128
16568000.0	3916	1989
16572000.0	3833	1328
16573000.0	236	2754
16584000.0	4240	2549
16592000.0	4085	4474
16602000.0	1264	3544
16609000.0	3938	2761
16612000.0	2646	946
16617000.0	1851	2536
16623000.0	3402	1551
16630000.0	1904	2564
16631000.0	1120	1987
16632000.0	2974	340
16635000.0	2222	4293
16642000.0	4461	1463
16650000.0	929	4341
16655000.0	238	929
16661000.0	4385	460
16664000.0	2402	1315
16667000.0	3409	3437
16667000.0	3702	4527
16674000.0	3197	3889
16682000.0	404	2406
16685000.0	2938	220
16686000.0	3251	2574
16692000.0	2305	3308
16694000.0	1421	1861
16695000.0	3916	1516
16698000.0	1183	826
16703000.0	4527	2198
16718000.0	412	1990
16723000.0	2481	3008
16727000.0	4098	4150
16728000.0	4017	2471
16740000.0	3905	128
16743000.0	8	2337
16774000.0	2375	264
16776000.0	2981	1840
16777000.0	3045	1250
16782000.0	3760	1404
16787000.0	73	4414
16793000.0	305	1900
16795000.0	433	2997
16797000.0	4432	2997
16810000.0	1264	1120
16812000.0	1101	3224
16826000.0	3128	3721
16830000.0	3688	2938
16832000.0	2568	4331
16844000.0	1454	3278
16846000.0	1187	2536
16847000.0	847	1981
16855000.0	2352	549
16856000.0	3163	540
16864000.0	147	1106
16869000.0	1289	2119
16885000.0	2717	3529
